Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
N5,,7/17/1923,10:10 AM,,23.3,22.2,49,,,23.8,25.55,,,,,,,,,,,,,,,,,,,,,N,,,,2.09,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,5/29/2008,2:20 PM,Dry,15.07,15.11,46,5,47,21.72,21.89,2.8,2.82,6.73,6.69,76.5,76.18,,,15.75,15.87,,,,,1622.9,,,,,1.2,N,9,W,1,9.08,8.47,5,7.31,7.46,,,,,,,,,1,,0.381,,0.55,,0.117,,1.39,,1.22,,0.18,,17,14.7,1.4,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,Fecal Top sample is questionable,-73.97,40.735333,Permanent
N5,,7/8/1970,11:02 AM,,21.7,20.6,,,,20,23.6,,,,,,,,,,,,,,,,,,,,,N,,,,5.2,3.2,,,,79000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.3,,,,,,-74.03,40.7045,Permanent
N5,,9/25/2006,12:57 PM,Wet,20.6,19.96,47,4,43,22.18,26.08,3.22,3.68,6.27,6.02,79.71,77.35,,,14.87,17.98,,,,,,,,87.898,94.605,0.5,E,9,NW,1,6.49,6.31,6,7.33,7.58,,,,,7,,,,1,,0.47,,0.339,,0.112,,1.31,,1.42,,0.152,,5.6,8.8,4.93,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/12/1959,9:35 AM,,23.9,23.3,49,,,25.2,25.55,,,,,,,,,,,,,,,,,,,,,S,,,,2.1,1.6,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/4/1930,1:40 PM,,22.8,22.2,40,,,26.6,27.3,,,,,,,,,,,,,,,,,,,,,S,,,,0.97,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/8/1973,9:42 AM,,24.4,23.3,,,,17,23.2,,,,,,,,,,,,,,,,,,,,,S,,,,4.1,2.1,,,,49000,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8,,,,,,-74.03,40.7045,Permanent
E2,,9/3/1952,10:30 AM,,22.2,22.2,40,,,24.5,24.5,,,,,,,,,,,,,,,,,,,,,S,,,,1.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.98,0.79,2,2,,,,,,,,-73.97,40.735333,Permanent
N5,,5/11/1909,9:27 AM,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/18/1982,9:53 AM,,23.3,23.3,,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,E,,,,3,3.2,,,,4000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.4,,,,,,-73.97,40.735333,Permanent
E2,,8/18/1982,9:53 AM,,23.3,23.3,,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,E,,,,3,3.2,,,,4000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.4,,,,,,-73.97,40.735333,Permanent
E2,,8/14/1957,10:00 AM,,22.8,22.8,40,,,27.3,28,,,,,,,,,,,,,,,,,,,,,N,,,,1.7,1.8,,,,290,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.195,0.2,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/22/2008,2:11 PM,Dry,,,51,,,,,,,,,,,,,,,,,,,,,,,,1.7,N,8,NE,1,7.48,,3.5,7.34,,,,,,16,,,,2,,0.515,,0.267,,0.136,,1.08,,1.39,,0.178,,6.2,,4.59,,,,,5.4,,,,,,19.1,,22.2,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/30/1924,3:55 PM,,23.3,21.7,49,,,21.7,26.25,,,,,,,,,,,,,,,,,,,,,S,,,,4.92,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/13/1999,11:09 AM,,20.34,19.27,47,3.28,42.64,26.26,27.55,37.31,38.07,8.16,8.42,105.63,107.62,64.54,62.82,18.02,19.27,,,,,,,,,,,S,16,N,2,6.06,5.67,6.5,7.38,7.46,,,,,5,6,,,,,0.228,,0.3,,,,0.826,,0.994,,0.13,,9.4,16,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/10/1980,10:15 AM,,23.3,23.3,,,,28.5,29.2,,,,,,,,,,,,,,,,,,,,,N,,,,3.6,3.5,,,,13000,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,,,,,,-74.03,40.7045,Permanent
N5,,9/10/1980,10:15 AM,,23.3,23.3,,,,28.5,29.2,,,,,,,,,,,,,,,,,,,,,N,,,,3.6,3.5,,,,13000,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,,,,,,-74.03,40.7045,Permanent
E2,,8/11/1922,4:20 PM,,23.5,23.5,40,,,23.8,23.8,,,,,,,,,,,,,,,,,,,,,S,,,,0.3,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/23/1986,12:11 PM,,23,23,47,,,23,23,,,,,,,,,,,,,,,,,,,,,W,,,,3.4,3.1,5.5,7.3,7.3,2000,4500,,,1160,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,1.7,,,,,,-73.97,40.735333,Permanent
N5,,8/20/1986,9:00 AM,,23,23,52,,,20,22,,,,,,,,,,,,,,,,,,,,,N,,,,4,4.1,5,7.2,7.3,11000,4900,,,1252,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.1,,,,,,-74.03,40.7045,Permanent
E2,,6/14/1950,9:10 AM,,16.7,16.1,40,,,24.85,23.8,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.44,0.1,1,1,,,,,,,,-73.97,40.735333,Permanent
E2,,7/17/1984,9:47 AM,,21.1,21.1,,,,23.1,23.4,,,,,,,,,,,,,,,,,,,,,E,,,,3.1,3.6,,,,170000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/17/1984,9:47 AM,,21.1,21.1,,,,23.1,23.4,,,,,,,,,,,,,,,,,,,,,E,,,,3.1,3.6,,,,170000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/31/1923,10:05 AM,,21.1,21.1,49,,,24.5,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,2.33,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,2/23/2000,10:36 AM,Dry,3.25,3.25,50,3.3,45.9,23.29,23.3,22.02,22.02,18.36,10.98,,,52.42,51.46,18.54,18.54,,,,,,,,,,,E,5,S,1,10.95,10.57,4,7.47,7.43,,,,,10,,,,,,0.356,,0.518,,,,1.05,,1.51,,0.135,,11.8,9.8,4.2,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/18/2014,9:50 AM,Dry,23.22,22.5,49,3,42,15.67,25.54,2.48,3.81,5.75,4.82,73.64,64.56,62.56,77.33,9.29,16.92,1.5515,1.1123,,,1951.2,2868.2,0.08,191.875,189.743,2.2,S,2,W,1,5.78,4.97,3,7.38,7.39,,,,,124,,,,5,,0.423,,0.251,,,,0.476,,2.45,1.76,0.171,,10,12,2,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/16/1952,10:00 AM,,27.2,26.1,40,,,23.45,23.1,,,,,,,,,,,,,,,,,,,,,S,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.25,0.43,3,1,,,,,,,,-73.97,40.735333,Permanent
N5,,10/17/2000,10:58 AM,Dry,16.7,16.51,48,3.3,52.5,23.44,26.36,31.09,34.43,,,,,,,16.73,19,,,,,,,,,,,N,1,E,1,6.21,5.97,6,7.55,7.83,,,,,,,,,,,0.495,,0.453,,0.147,,0.727,,2.1,,0.183,,3.2,17.2,1.12,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/9/1961,10:20 AM,,25,25.6,40,,,25.55,25.55,,,,,,,,,,,,,,,,,,,,,S,,,,1.2,1.1,,,,43,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/4/1993,10:23 AM,,23.38,23.16,42,1,11,25.63,25.91,3.89,3.91,,,,,,,16.74,17.02,,,,,,,,,,,N,,,,4.17,4.75,7,7.34,7.41,300,500,,,82,52,,,,,0.36,,0.5,,0.12,,,,,,0.16,,4,8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.8,,,,,,-74.03,40.7045,Permanent
E2,,9/28/1923,10:55 AM,,20.6,20.6,40,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,N,,,,1.16,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,D,4/23/2007,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91,9.25,1,,,,,,,9,,,,150,,0.472,,0.161,,0.03,,1.74,,3.22,,0.118,,16.5,13.25,1.3,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/24/2007,1:25 PM,Wet,23.21,20.39,49,4,45,14.13,27.1,2.26,3.84,5.66,4.12,72.07,53.66,,,8.13,18.65,3.8376,1.2674,,,1837.15,192.07,0,96.614,124.969,1.1,S,8,SW,1,5.31,5.17,4.5,7.64,7.49,,,,,108,,,,112,,0.452,,0.236,,0.081,,0.659,,1.1,,0.107,,12.8,9.2,4.7,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/23/1994,1:17 PM,,22.18,22.18,56,1,15,22.04,21.99,3.31,3.3,,,,,,,14.36,14.32,,,,,,,,,,,W,,,,6.1,4.97,6,7.75,7.7,5000,3000,,,680,870,,,,,0.4,,0.4,,0.12,,,,,,0.16,,10,19,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.2,,,,,,-73.97,40.735333,Permanent
E2,,7/14/1971,9:45 AM,,21.7,20.6,,,,25.3,25.6,,,,,,,,,,,,,,,,,,,,,S,,,,1.8,2,,,,350000,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7,,,,,,-73.97,40.735333,Permanent
E2,D,6/6/2005,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,6.16,4,,,,,,,47,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/27/2007,2:45 PM,Dry,23.72,21.93,43,4,37,19.87,24.77,3.11,3.66,5.11,3.99,67.86,52.73,,,12.31,16.49,0.8996,1.811,,,1841,78.56,0,95.201,104.22,2.2,S,8,E,2,6.68,5.21,3.5,7.4,7.38,,,,,7,,,,1,,0.471,,0.33,,0.117,,0.798,,1.57,,0.138,,6.6,7,0.85,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/21/1967,10:25 AM,,17.8,17.8,49,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,N,,,,5.5,4.7,,,,2400,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/15/1919,11:10 AM,,20.5,20,40,,,24.85,25.2,,,,,,,,,,,,,,,,,,,,,FL,,,,1.96,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,6/16/1982,10:01 AM,,20.6,20,,,,21,21.5,,,,,,,,,,,,,,,,,,,,,E,,,,5.5,6,,,,7800,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.2,,,,,,-73.97,40.735333,Permanent
E2,,6/16/1982,10:01 AM,,20.6,20,,,,21,21.5,,,,,,,,,,,,,,,,,,,,,E,,,,5.5,6,,,,7800,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.2,,,,,,-73.97,40.735333,Permanent
E2,,7/11/1919,11:44 AM,,21,21,40,,,23.45,22.4,,,,,,,,,,,,,,,,,,,,,,,,,2.03,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,4/3/2006,1:53 PM,Dry,,,48,,,,,,,,,,,,,,,,,,,,,,,,1.2,E,12,Sly,1,10.81,10.75,3,8.05,8.02,,,,,4,,,,4,,0.287,,0.416,,0.063,,0.678,,1.06,,0.118,,18.5,15,7.81,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/10/1998,1:44 PM,,24.04,24.02,47,3.28,49.2,22.96,23.02,3.57,3.57,4,3.95,54.34,53.75,64.4,57.69,14.54,14.59,,,,,4.4,5.5,,,,,S,10,S,2,4.64,,4,7.62,7.62,,,,,6,20,,,,,0.328,,0.312,,,,0.951,,1.28,,0.212,,10,14,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/4/1968,10:25 AM,,21.7,21.7,,,,25.9,26.6,,,,,,,,,,,,,,,,,,,,,S,,,,5.2,3.5,,,,27000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1.7,,,,,,-74.03,40.7045,Permanent
N5,,7/22/2011,11:54 AM,,,,53.5,,,,,,,,,,,,,,,,,,,,,,,,0,SLACK,CALM,CALM,0,,,,7.73,,,,,,"4,700",,,,164,,0.288,,0.111,,,,,,,,,,18,,,,6.4,,,,,6.94,,,,12,,26.44,,,,,,,,,,,,,,,,10,,,-74.03,40.7045,Permanent
E2,,5/21/1992,1:41 PM,,15.3,14.4,46,,,20.2,20.8,,,,,,,,,,,,,,,,,,,,,E,,,,7.23,7.06,4.5,7.62,7.58,,,,,,,,,,,0.31,,0.38,,0.071,,,,,,0.12,,11,20,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/21/2011,11:47 AM,Dry,,,51.6,,,,,,,,,,,,,,,,,,,,,,,,1.6,FLOOD,8,N,1,,,,7.57,,,,,,"10,300",,,,400,,0.284,,0.23,,0.085,,,,,,,,6,,,,3.2,,,,,6.54,,,,14.99,,25.7,,,,,,,,,,,,,,,,9.5,,,-74.03,40.7045,Permanent
E2,,9/22/2008,1:37 PM,Dry,,,49,,,,,,,,,,,,,,,,,,,,,,,,1.7,N,0,O,1,6.85,,4.5,7.3,,,,,,16,,,,3,,0.51,,0.404,,0.16,,1.01,,1.14,,0.21,,6.8,,10.16,,,,,4.6,,,,,,23,,21.8,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/26/1997,10:22 AM,,22.84,22.83,42,3.28,36.08,24.11,24.09,3.64,3.64,3.13,3.07,41.89,41.07,67.18,65.68,15.74,15.73,2.63,2.5,,,3.98,4.2,,,,,W,4,W,1,3.92,3.98,3,7.09,7.08,,,,,61,46,,,,,0.409,,0.532,,0.141,,1.12,,,,0.216,,25,31,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,11/27/2001,1:17 PM,Wet,12.09,12.14,48,6,46,25.51,25.79,3.01,3.05,,,,,,,19.21,19.43,,,,,,,,,,,NE,6,SW,1,7.97,9.66,3,,,,,,,540,,,,62,,0.568,,0.544,,0.176,,1.45,,0.449,,0.264,,11.1,9.7,9.56,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/3/1927,10:05 AM,,23.3,22.2,49,,,16.45,22.4,,,,,,,,,,,,,,,,,,,,,N,,,,2.57,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/25/1913,1:00 PM,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,22.2,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/26/1951,9:40 AM,,22.2,21.7,49,,,17.15,21.35,,,,,,,,,,,,,,,,,,,,,S,,,,2.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.5,1.1,3,3,,,,,,,,-74.03,40.7045,Permanent
N5,,5/11/1909,9:24 AM,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/4/2012,6:01 PM,Wet,20.1,19.53,50,3,42,15.47,22.36,2.29,3.17,4.73,5.39,57.06,67.07,,,9.9,15.26,4.915,3.4448,,,,,,,,2,S,15,N,2,6.97,6.77,1,7.37,7.43,,,,,415,,,,93,,0.459,,0.214,,,,0.787,,2.04,,0.126,,21,20,1.3,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,bottom samples taken with kemmerer max depth 50ft (rope 60 ft),-74.03,40.7045,Permanent
E2,,7/29/1993,1:29 PM,,22.07,22.57,50,1,13,24.92,24.73,3.69,3.7,,,,,,,16.56,16.28,,,,,,,,,,,W,,,,4.26,4.47,8,7.17,7.2,700,1100,,,54,46,,,,,0.28,,0.55,,0.12,,,,,,0.14,,44,52,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8,,,,,,-73.97,40.735333,Permanent
E2,,4/4/2011,10:07 AM,Dry,,,51,,,,,,,,,,,,,,,,,,,,,,,,0.7,N,7,E,1,10.04,10.4,3,7.43,7.42,,,,,12,,,,9,,0.244,,0.31,,,,0.776,,1.32,,0.113,,20,18,8.7,,6.1,,,2.4,,10.55,,2.99,,20.94,,5.65,,,,,,,,,,,,,,,,11.3,,,-73.97,40.735333,Permanent
N5,,7/9/1913,5:45 PM,,2.41,,,1,21.1,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,5/16/2016,5:18 PM,Dry,14.2,11.76,55,3,55,13.83,27.72,1.8,3.2,8.18,7.53,86.8,82.8,49.5,43.5,9.86,20.99,1.63,3.25,7.81,7.81,,,,325.49,338.63,1.4,N,20,W,1,8.53,7.7,2,7.66,7.8,,,,,14,,,,2,,0.423,,0.191,,,,0.683,,2.323,0.657,0.106,,13,36,1.74,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/26/2004,2:17 PM,Wet,23.38,21.41,49,6,48,16.16,24.38,2.56,3.57,,,59.67,47.25,69.01,65.72,9.61,16.33,,,,,,,,,,0.6,N,8,E,Traffic Swell,5.48,4.64,5,7.25,7.45,,,,,280,,,,9,,0.387,,0.276,,,,0.848,,1.88,,0.164,,4.3,55.8,3.26,,2.67,,,3.5,,4.62,3.62,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/1/2009,2:36 PM,Dry,17.78,15.97,48,3,50,13.26,24.67,1.89,3.2,7.41,6.67,84.49,78.61,,,8.74,17.83,5.1302,3.1683,7.64,7.7,1804.5,153.25,0,333.903,346.23,1,N,13,SW,1,9.19,8.34,2,7.52,7.67,,,E,,12,,<,,1,,0.379,,0.215,,0.065,,0.642,,1.39,,0.113,,12.4,13.4,3.3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/11/1914,10:40 AM,,23.6,23.7,40,,,27.3,27.3,,,,,,,,,,,,,,,,,,,,,,,,,2.04,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,D,8/21/2000,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36,4.81,7,7.17,7.2,,,,,12,,,,,,0.46,,0.291,,0.11,,0.811,,2.29,,0.137,,6.8,8.6,2.13,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/4/1965,9:50 AM,,22.2,21.7,40,,,30.1,29.75,,,,,,,,,,,,,,,,,,,,,S,,,,1.3,1.7,,,,2800,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/12/1911,10:00 AM,,24.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/14/2004,12:55 PM,Dry,19.11,18.96,48,5,39,19.79,20.03,2.81,2.83,,,45.94,46.49,,,13.41,13.63,,,,,,,,,,1.2,W,6,W,1,4.82,4.76,5,7.12,7.16,,,,,11,,,,3,,0.428,,0.626,,0.132,,1.43,,1.35,,0.464,,5.6,10.2,1.42,,0.87,,,3.63,,3.77,3.82,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/2/2010,10:05 AM,Dry,23.2,22.62,50,3,47,24.29,25.06,3.69,3.75,3.28,2.89,44.26,38.78,-0.09,81.34,15.78,16.51,5.8764,6.8379,7.26,7.24,1880.7,128.47,0,303.659,313.89,1,E,5,S,1,4.93,3.64,5.5,7.03,7.06,,,,,49,,,,1,,0.372,,0.396,,,,1.33,,1.8,,0.249,,1.8,5.6,2.2,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,6/11/1952,2:15 PM,,20,20,40,,,17.15,18.55,,,,,,,,,,,,,,,,,,,,,S,,,,3.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.75,0.52,2,1,,,,,,,,-73.97,40.735333,Permanent
N5,,3/28/1914,9:30 AM,,4.5,4.5,49,,,14,21,,,,,,,,,,,,,,,,,,,,,FL,,,,9.93,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
