,Date,Time,Weather & Air Temp:,Water Temp:,Corrected Water Temp:,Water Temp Probe,pH,Corrected pH,pH Probe,DO,Corrected DO,DO Probe,Turbidity,Turbidity Probe (NTU),Salinity,Corrected Salinity,Salinity Probe,Tide is moving,Tide Times,# Hauls,Corrected # Hauls,Common Name,Corrected Common Name,Grouped Corrected Common Name,Quantity,Corrected Quantity,Scientific Name,Instructors/ Seine Staff:,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,NOTES FROM SEINE:
1127,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,horseshoe crab atlantic,horseshoe crab,horseshoe crab,2,2,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,"** spotted mating, not caught in seine net!",,
1128,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,bass striped n,striped bass,striped bass,2,2,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,12 cm,,
1129,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,clam worm sandworm,polychaete worm,polychaete worm,1,1,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,,,"7 hauls with white net on north side, 4 hauls with green net on south side. corp staff seine"
1130,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,larval fish,larval fish,unidentified fish,2?,2,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,,"1 dorsal fin, herring?",,
1131,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,summer flounder,summer flounder,flatfish,1,1,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,27 cm,,
1132,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,oyster toadfish,oyster toadfish,oyster toadfish,1,1,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,1,YOY,,
1133,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,tomcod atlantic n,atlantic tomcod,atlantic tomcod,2,2,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,"died in bucket, 7.5 cm",,
1134,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,spot lafayette n,spot,spot,3,3,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,"average size 17 cm, or something in croaker family",,
1135,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,skilletfish n,skilletfish,skilletfish,4,4,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,did not measure,,
1136,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,pipefish northern n,northern pipefish,northern pipefish,2,2,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,2,"18 cm, 16 cm, 2 tiny babies less than 10 cm",,
1137,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,menhaden atlantic n,atlantic menhaden,atlantic menhaden,3,3,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,average 12 cm,,
1138,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,silverside atlantic n,atlantic silverside,atlantic silverside,3,3,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,did not measure,,
1139,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,softshell clam steamer clam,clam,clam,1,1,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,tiny,,
1140,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,sand shrimp,sand shrimp,shrimp,2,2,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,darker in color  no opportunity to confirm sand or shore,,
1141,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,periwinkle common,periwinkle,sea snail,2,2,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,,,
1142,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,mussel ribbed,ribbed mussel,mussel,2,2,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,small,,
1143,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,mudsnail eastern,mud snail,sea snail,21,21,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,some shells a little deformed/ oddly shaped ,,
1144,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,hermit crab longwristed,long clawed hermit crab,hermit crab,1,1,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,1,very tiny,,
1145,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,grass shrimp shore shrimp,grass shrimp shore shrimp,shrimp,18,18,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,,,
1146,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,blue crab,blue crab,blue crab,3,3,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,all less than 1 inch,,"light green and white nets used, 12 hauls on one side, 5 on the other"
1147,2019-07-11,10:00am-1:00pm,"85, hot",,,79.0,7.5,7.5,7.7,6,6.0,7.73,,31,24,24.0,21.68,IN/OUT,"High Tide: 5:30 PM, Low Tide: 10:47 AM",17.0,17,bluefish n,bluefish,bluefish,7,7,,"CT,LO,SH,IDB,Laura, Rachel, Vicky",24 HS students,,0,10-13 cm,,
1148,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,silverside atlantic n,atlantic silverside,atlantic silverside,17,17,,"CT,IDB,SH,LO,HM,Peter",,,0,2 released because dying (included in count),,
1149,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,mud snail,mud snail,sea snail,10,10,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1150,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,tomcod atlantic n,atlantic tomcod,atlantic tomcod,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1151,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,toadfish oyster n,oyster toadfish,oyster toadfish,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1152,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,tautog blackfish n,tautog,tautog,2,2,,"CT,IDB,SH,LO,HM,Peter",,,0,larval ,,
1153,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,skilletfish n,skilletfish,skilletfish,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1154,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,pipefish northern n,northern pipefish,northern pipefish,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1155,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,grass shrimp shore shrimp,grass shrimp shore shrimp,shrimp,4,4,,"CT,IDB,SH,LO,HM,Peter",,,0,,,green (4 hauls) and white net (7) used
1156,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,menhaden atlantic n,atlantic menhaden,atlantic menhaden,3,3,,"CT,IDB,SH,LO,HM,Peter",,,0,"3 released, dying",,
1157,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,flounder winter n,winter flounder,flatfish,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1158,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,bass striped n,striped bass,striped bass,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1159,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,sand shrimp,sand shrimp,shrimp,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1160,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,isopod,isopod,isopod,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1161,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,hermit crab longwristed,long clawed hermit crab,hermit crab,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1162,2019-07-13,10:30am-12:00pm,"81, Sunny",76.0,76.0,74.8,,,7.84,,,6.47,,37.8,24,24.0,20.98,OUT,"High Tide: 6:51 AM, Low Tide:12:33 PM",11.0,11,perch white n,white perch,white perch,1,1,,"CT,IDB,SH,LO,HM,Peter",,,0,,,
1163,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,sand shrimp,sand shrimp,shrimp,1,1,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,AMNH,,
1164,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,silverside atlantic n,atlantic silverside,atlantic silverside,321,321,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,20 given to AMNH,,
1165,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,puffer northern n,northern puffer,puffer,2,2,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,2 given to AMNH,,
1166,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,softshell clam steamer clam,clam,clam,1,1,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,AMNH,,
1167,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,tomcod atlantic n,atlantic tomcod,atlantic tomcod,3,3,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,2,2 given to AMNH,,
1168,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,mussel blue,blue mussel,mussel,2,2,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,AMNH,,
1169,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,isopod,isopod,isopod,1,1,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,AMNH,,
1170,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,hermit crab longwristed,long clawed hermit crab,hermit crab,16,16,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,5,AMNH,,
1171,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,grass shrimp shore shrimp,grass shrimp shore shrimp,shrimp,5,5,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,AMNH,,
1172,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,blue crab,blue crab,blue crab,1,1,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,,,2 nets used
1173,2019-07-25,10:00am-11:45am,"80, Sunny",80.0,80.0,,7.0,7.0,,7,7.0,,,,26 & 30,26.0,,IN,,17.0,17,mudsnail eastern,mud snail,sea snail,4,4,,"Haley, Shad, Lhana, 5 volunteers AMNH",21,,0,AMNH,,
1174,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,american eel,american eel,american eel,1,1,,"CT,SH,LO,Laura", class cancellation,,,80 mm,,
1175,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,needlefish,needlefish,needlefish,1,1,,"CT,SH,LO,Laura", class cancellation,,1,190 mm,,
1176,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,tautog,tautog,tautog,1,1,,"CT,SH,LO,Laura", class cancellation,,,140 mm,,
1177,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,horseshoe crab atlantic,horseshoe crab,horseshoe crab,1,1,,"CT,SH,LO,Laura", class cancellation,,,"YOY, in furtherest out tide pool, ~10mm",,
1178,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,silverside atlantic n,atlantic silverside,atlantic silverside,114,114,,"CT,SH,LO,Laura", class cancellation,,0,did not measure,,
1179,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,menhaden atlantic n,atlantic menhaden,atlantic menhaden,2,2,,"CT,SH,LO,Laura", class cancellation,,0,30-40 mm,,
1180,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,herring atlantic n,atlantic herring,herring,1,1,,"CT,SH,LO,Laura", class cancellation,,0,,,
1181,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,bluefish n,bluefish,bluefish,5,5,,"CT,SH,LO,Laura", class cancellation,,0,average 90 mm,,
1182,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,softshell clam steamer clam,clam,clam,2,2,,"CT,SH,LO,Laura", class cancellation,,2,,,
1183,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,mussel ribbed,ribbed mussel,mussel,2,2,,"CT,SH,LO,Laura", class cancellation,,0,,,
1184,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,mudsnail eastern,mud snail,sea snail,2,2,,"CT,SH,LO,Laura", class cancellation,,2,did not measure,,
1185,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,hermit crab longwristed,long clawed hermit crab,hermit crab,1,1,,"CT,SH,LO,Laura", class cancellation,,1,tiny,,
1186,2019-08-07,10:15-10:50am,"80, Sunny",,,77.0,,,8.4,,,~8,,"22.9, 14.4, 14.3",,,23.13,IN,"High Tide:2:54 PM, Low Tide: 9:07 PM",4.0,4,comb jelly,comb jelly,comb jelly,4,4,,"CT,SH,LO,Laura", class cancellation,,0,,,green net used
1187,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,tautog blackfish n,tautog,tautog,2,2,,"LO,SJ,Isa",,,0,"5, 7.3 cm",,
1188,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,silverside atlantic n,atlantic silverside,atlantic silverside,362,362,,"LO,SJ,Isa",,,0,10.75 - 4 cm,,
1189,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,pipefish northern n,northern pipefish,northern pipefish,5,5,,"LO,SJ,Isa",,,0,"TL=18 cm, 7.2 cm, 15 cm, 6.8 cm, 12.2 cm",,
1190,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,perch silver n,silver perch,silver perch,8,8,,"LO,SJ,Isa",,,0,average 4.25,,
1191,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,needlefish atlantic n,needlefish,needlefish,1,1,,"LO,SJ,Isa",,,0,"20-21 cm , observed only",,
1192,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,mudsnail eastern,mud snail,sea snail,3,3,,"LO,SJ,Isa",,,0,,,
1193,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,anchovy bay n,bay anchovy,bay anchovy,12,12,,"LO,SJ,Isa",,,0,6.8 cm -9 cm,,
1194,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,hermit crab longwristed,long clawed hermit crab,hermit crab,1,1,,"LO,SJ,Isa",,,0,,,
1195,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,grass shrimp shore shrimp,grass shrimp shore shrimp,shrimp,3,3,,"LO,SJ,Isa",,,0,4.75 cm,,
1196,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,blue crab,blue crab,blue crab,5,5,,"LO,SJ,Isa",,,0,"5 cm, 5.2 cm, 3.5 cm, 2.3, 3.5 cm",,
1197,2019-08-10,11:00am-1:00pm,"82, Sunny",77.0,77.0,76.8,7.0,7.0,8.05,7-8,7.0,5.6,,19,24,24.0,22.7,IN,"High Tide:6:06 PM, Low Tide: 11:20 AM",14.0,14,menhaden atlantic n,atlantic menhaden,atlantic menhaden,1,1,,"LO,SJ,Isa",,,0,3.9 cm,,
1198,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,silverside atlantic n,atlantic silverside,atlantic silverside,167,167,,"HM,CT,SH,LO,Elizabeth",school group,,0,,,
1199,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,needlefish atlantic n,needlefish,needlefish,2,2,,"HM,CT,SH,LO,Elizabeth",school group,,0,"24.5 cm, 22.cm",,
1200,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,bluefish n,bluefish,bluefish,5,5,,"HM,CT,SH,LO,Elizabeth",school group,,0,5.5 cm smallest,,
1201,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,anchovy bay n,bay anchovy,bay anchovy,6,6,,"HM,CT,SH,LO,Elizabeth",school group,,0,7.5 cm average,,
1202,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,mussel ribbed,ribbed mussel,mussel,1,1,,"HM,CT,SH,LO,Elizabeth",school group,,0,,,
1203,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,hydromedusa,hydromedusa,jellyfish,18,18,,"HM,CT,SH,LO,Elizabeth",school group,,0,"at first assumed moon jellies, possibly white cross? or other hydromedusa",,
1204,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,comb jelly,comb jelly,comb jelly,1,1,,"HM,CT,SH,LO,Elizabeth",school group,,0,,,
1205,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,blue crab,blue crab,blue crab,1,1,,"HM,CT,SH,LO,Elizabeth",school group,,0,"YOY, 1 cm",,white net
1206,2019-08-14,10:00-11:20am,"80, Sunny/humid",77.0,77.0,74.4,8.7,8.7,6.535,,,5.925,,22.5,26,26.0,23.805,OUT,"High Tide: 8:49 AM, Low Tide: 2:40 PM",11.0,11,mudsnail eastern,mud snail,sea snail,7,7,,"HM,CT,SH,LO,Elizabeth",school group,,0,,,
1207,2019-08-31,4:10-6:00pm,"83, Sunny",75.0,75.0,75.8,,,8.2,,,6.5,,50,,,22.6,OUT,High Tide: 10:09  PM. Low Tide: 3:56 PM,9.0,9,perch silver n,silver perch,silver perch,51,51,,"LO,HM,SH,CT",,,0,did not measure,,
1208,2019-08-31,4:10-6:00pm,"83, Sunny",75.0,75.0,75.8,,,8.2,,,6.5,,50,,,22.6,OUT,High Tide: 10:09  PM. Low Tide: 3:56 PM,9.0,9,skilletfish n,skilletfish,skilletfish,2,2,,"LO,HM,SH,CT",,,0,did not measure,,
